CustomerKey,FirstName,LastName,FullName,Gender,DateFirstPurchase,City,GeographyKey
17734,Leah,Sun,Leah Sun,Female,2018-04-28,Bendigo,32
18252,Alvin,Sun,Alvin Sun,Male,2018-05-30,Bendigo,32
18452,Bruce,Martinez,Bruce Martinez,Male,2018-05-31,Bendigo,32
18724,Denise,Fernandez,Denise Fernandez,Female,2018-07-22,Bendigo,32
18737,Ricky,Gomez,Ricky Gomez,Male,2018-07-27,Bendigo,32
19093,Tara,Ashe,Tara Ashe,Female,2018-07-12,Bendigo,32
19574,Michele,Ramos,Michele Ramos,Female,2020-04-20,Bendigo,32
19556,Shawna,Andersen,Shawna Andersen,Female,2018-08-24,Bendigo,32
19563,Robin,Moreno,Robin Moreno,Female,2018-08-23,Bendigo,32
19558,Gloria,Ortega,Gloria Ortega,Female,2018-08-16,Bendigo,32
20269,Hunter,Foster,Hunter Foster,Male,2020-10-28,Bendigo,32
20231,Kelvin,Zhou,Kelvin Zhou,Male,2020-05-23,Bendigo,32
20160,George,Garcia,George Garcia,Male,2018-09-29,Bendigo,32
19787,Alex,Hill,Alex Hill,Male,2018-09-03,Bendigo,32
21408,Autumn,Chen,Autumn Chen,Female,2019-02-09,Bendigo,32
21383,Ricardo,Anand,Ricardo Anand,Male,2020-10-31,Bendigo,32
21255,Martha,Lu,Martha Lu,Female,2020-03-08,Bendigo,32
21216,Larry,Blanco,Larry Blanco,Male,2019-01-08,Bendigo,32
21228,Cassidy,Henderson,Cassidy Henderson,Female,2019-02-10,Bendigo,32
21188,Clifford,Sanchez,Clifford Sanchez,Male,2020-05-30,Bendigo,32
20605,Kevin,Yang,Kevin Yang,Male,2020-04-25,Bendigo,32
21993,Craig,Sanz,Craig Sanz,Male,2020-03-08,Bendigo,32
21982,Deborah,Lal,Deborah Lal,Female,2019-04-25,Bendigo,32
23544,Misty,Raje,Misty Raje,Female,2019-08-26,Bendigo,32
23331,Jeremiah,Gray,Jeremiah Gray,Male,2019-07-27,Bendigo,32
23310,Sydney,Wood,Sydney Wood,Female,2019-07-20,Bendigo,32
23992,Bonnie,Chande,Bonnie Chande,Female,2019-09-24,Bendigo,32
24585,Harold,Patel,Harold Patel,Male,2019-12-18,Bendigo,32
24475,Gilbert,Zhou,Gilbert Zhou,Male,2019-12-22,Bendigo,32
24372,Teresa,Jimenez,Teresa Jimenez,Female,2019-11-20,Bendigo,32
26029,Roy,Vazquez,Roy Vazquez,Male,2019-02-23,Bendigo,32
25246,Warren,Lal,Warren Lal,Male,2020-11-09,Bendigo,32
25241,Aaron,Powell,Aaron Powell,Male,2020-06-19,Bendigo,32
25122,Susan,Zhao,Susan Zhao,Female,2020-11-27,Bendigo,32
25230,Sophia,Carter,Sophia Carter,Female,2020-05-13,Bendigo,32
25215,Natalie,Gonzalez,Natalie Gonzalez,Female,2019-11-04,Bendigo,32
26375,Shannon,Ortega,Shannon Ortega,Male,2019-04-04,Bendigo,32
26658,Darryl,Liang,Darryl Liang,Male,2019-07-14,Bendigo,32
26654,Kathleen,Jimenez,Kathleen Jimenez,Female,2019-07-28,Bendigo,32
26564,Franklin,Chen,Franklin Chen,Male,2021-01-28,Bendigo,32
26561,Hannah,Lewis,Hannah Lewis,Female,2019-06-12,Bendigo,32
26435,Yolanda,Goel,Yolanda Goel,Female,2019-05-26,Bendigo,32
26436,Briana,Carlson,Briana Carlson,Female,2019-05-05,Bendigo,32
26785,Raul,Raje,Raul Raje,Male,2020-05-17,Bendigo,32
26924,Erica,Zeng,Erica Zeng,Female,2019-10-12,Bendigo,32
27517,Jessie,Xu,Jessie Xu,Male,2020-07-30,Bendigo,32
27514,Daisy,Navarro,Daisy Navarro,Female,2020-07-22,Bendigo,32
27719,Nathan,King,Nathan King,Male,2020-10-05,Bendigo,32
28305,Patricia,Lopez,Patricia Lopez,Female,2020-10-08,Bendigo,32
28202,Maria,King,Maria King,Female,2019-12-30,Bendigo,32
27876,Willie,Deng,Willie Deng,Male,2020-06-27,Bendigo,32
29096,Margaret,Stewart,Margaret Stewart,Female,2020-08-07,Bendigo,32
29187,Jerome,Ramos,Jerome Ramos,Male,2020-10-23,Bendigo,32
29310,Armando,Gutierrez,Armando Gutierrez,Male,2020-05-17,Bendigo,32
28924,Sydney,Washington,Sydney Washington,Female,2020-12-22,Bendigo,32
28872,Kelli,He,Kelli He,Female,2020-03-11,Bendigo,32
28955,Emmanuel,Fernandez,Emmanuel Fernandez,Male,2020-12-28,Bendigo,32
28940,Kristine,Serrano,Kristine Serrano,Female,2020-03-25,Bendigo,32
28536,Martha,Guo,Martha Guo,Female,2020-02-23,Bendigo,32
29306,Rafael,Anand,Rafael Anand,Male,2020-05-16,Cranbourne,33
29457,Cynthia,Kapoor,Cynthia Kapoor,Female,2020-09-12,Cranbourne,33
29113,Alícia,Anand,Alícia Anand,Female,2020-04-24,Cranbourne,33
29094,Jessie,He,Jessie He,Male,2020-08-11,Cranbourne,33
29091,Mallory,Hernandez,Mallory Hernandez,Female,2020-08-04,Cranbourne,33
29118,Noah,Griffin,Noah Griffin,Male,2020-08-05,Cranbourne,33
29064,Jose,Butler,Jose Butler,Male,2020-06-21,Cranbourne,33
28212,Melody,Hernandez,Melody Hernandez,Female,2020-04-19,Cranbourne,33
28327,Tabitha,Serrano,Tabitha Serrano,Female,2020-02-15,Cranbourne,33
27713,Lacey,Zhao,Lacey Zhao,Female,2020-12-08,Cranbourne,33
26918,Krista,Hernandez,Krista Hernandez,Female,2019-10-24,Cranbourne,33
26757,Evan,Rivera,Evan Rivera,Male,2019-09-18,Cranbourne,33
26423,Hector,Gutierrez,Hector Gutierrez,Male,2019-05-23,Cranbourne,33
26424,Kayla,White,Kayla White,Female,2020-03-03,Cranbourne,33
26428,Colin,Ma,Colin Ma,Male,2020-09-16,Cranbourne,33
26132,Shelby,Ward,Shelby Ward,Female,2020-01-31,Cranbourne,33
26161,Wayne,Raji,Wayne Raji,Male,2019-04-10,Cranbourne,33
25132,Lindsey,Xie,Lindsey Xie,Female,2020-09-17,Cranbourne,33
25055,Erik,Navarro,Erik Navarro,Male,2020-09-20,Cranbourne,33
25912,Walter,Rubio,Walter Rubio,Male,2020-06-27,Cranbourne,33
25712,Brent,He,Brent He,Male,2018-07-30,Cranbourne,33
25704,Seth,Murphy,Seth Murphy,Male,2018-06-30,Cranbourne,33
25560,Daisy,Vazquez,Daisy Vazquez,Female,2018-04-26,Cranbourne,33
24370,Nathan,West,Nathan West,Male,2020-08-22,Cranbourne,33
24382,Patrick,Sanchez,Patrick Sanchez,Male,2020-07-26,Cranbourne,33
24476,Jared,Brooks,Jared Brooks,Male,2019-11-28,Cranbourne,33
24471,Ricardo,Chande,Ricardo Chande,Male,2020-04-01,Cranbourne,33
24455,Alejandro,Chander,Alejandro Chander,Male,2020-04-15,Cranbourne,33
24468,Whitney,Patel,Whitney Patel,Female,2019-11-28,Cranbourne,33
24163,Micah,Guo,Micah Guo,Male,2019-10-03,Cranbourne,33
23424,Adriana,Subram,Adriana Subram,Female,2020-04-18,Cranbourne,33
23546,Kathryn,Jai,Kathryn Jai,Female,2019-08-19,Cranbourne,33
23569,Vanessa,Price,Vanessa Price,Female,2020-07-19,Cranbourne,33
23659,Drew,Shan,Drew Shan,Male,2019-09-27,Cranbourne,33
22852,Billy,Alonso,Billy Alonso,Male,2020-11-20,Cranbourne,33
22964,Eric,Hayes,Eric Hayes,Male,2020-05-27,Cranbourne,33
22974,Erika,Vazquez,Erika Vazquez,Female,2020-03-23,Cranbourne,33
21960,Dawn,Liu,Dawn Liu,Female,2020-09-13,Cranbourne,33
21898,Devon,Raji,Devon Raji,Male,2020-11-02,Cranbourne,33
21879,Louis,Ma,Louis Ma,Male,2020-10-14,Cranbourne,33
21880,Marc,Gomez,Marc Gomez,Male,2020-08-31,Cranbourne,33
21871,Devin,Adams,Devin Adams,Male,2020-12-04,Cranbourne,33
22148,Candace,Prasad,Candace Prasad,Female,2020-06-22,Cranbourne,33
22171,Meredith,Gonzalez,Meredith Gonzalez,Female,2019-04-24,Cranbourne,33
20617,Chloe,Johnson,Chloe Johnson,Female,2018-12-20,Cranbourne,33
20402,Vincent,Liang,Vincent Liang,Male,2020-06-16,Cranbourne,33
20817,Geoffrey,Rodriguez,Geoffrey Rodriguez,Male,2018-12-06,Cranbourne,33
21198,Madison,Williams,Madison Williams,Female,2020-10-01,Cranbourne,33
21393,Candace,Arun,Candace Arun,Female,2019-02-03,Cranbourne,33
21406,Troy,Chandra,Troy Chandra,Male,2020-03-18,Cranbourne,33
21407,Wesley,Lin,Wesley Lin,Male,2020-01-28,Cranbourne,33
19972,Lindsay,Chander,Lindsay Chander,Female,2020-07-30,Cranbourne,33
20151,Jamie,Guo,Jamie Guo,Female,2018-10-01,Cranbourne,33
20229,Austin,Walker,Austin Walker,Male,2020-08-19,Cranbourne,33
20243,Tamara,Ye,Tamara Ye,Female,2020-05-22,Cranbourne,33
20236,Cesar,Chandra,Cesar Chandra,Male,2018-10-27,Cranbourne,33
19565,Patricia,Saunders,Patricia Saunders,Female,2018-08-03,Cranbourne,33
19675,Dwayne,Gill,Dwayne Gill,Male,2020-09-10,Cranbourne,33
19096,Douglas,Suri,Douglas Suri,Male,2018-08-02,Cranbourne,33
19088,Rafael,Kumar,Rafael Kumar,Male,2020-01-31,Cranbourne,33
19104,Mariah,James,Mariah James,Female,2020-07-24,Cranbourne,33
18909,Jodi,Chavez,Jodi Chavez,Female,2018-07-03,Cranbourne,33
18331,Jerry,Chande,Jerry Chande,Male,2018-06-29,Cranbourne,33
18332,Emmanuel,Malhotra,Emmanuel Malhotra,Male,2018-06-28,Cranbourne,33
18302,Wayne,Xie,Wayne Xie,Male,2018-06-25,Cranbourne,33
18257,Krista,Jimenez,Krista Jimenez,Female,2020-03-16,Cranbourne,33
18276,Alexa,Murphy,Alexa Murphy,Female,2018-06-17,Cranbourne,33
17493,Candice,Gao,Candice Gao,Female,2020-09-13,Cranbourne,33
17234,Anna,Jenkins,Anna Jenkins,Female,2020-05-24,Cranbourne,33
17239,Desiree,Romero,Desiree Romero,Female,2020-09-13,Cranbourne,33
17324,Tonya,Xu,Tonya Xu,Female,2020-08-24,Cranbourne,33
17282,Alyssa,Alexander,Alyssa Alexander,Female,2020-09-09,Cranbourne,33
17286,Randall,Rubio,Randall Rubio,Male,2018-03-27,Cranbourne,33
17308,Deborah,Kumar,Deborah Kumar,Female,2018-03-06,Cranbourne,33
17076,Neil,Serrano,Neil Serrano,Male,2020-08-10,Cranbourne,33
15728,Keith,Sharma,Keith Sharma,Male,2020-03-08,Cranbourne,33
15798,Anne,Munoz,Anne Munoz,Female,2020-04-12,Cranbourne,33
16155,Joan,Jenkins,Joan Jenkins,Female,2019-12-05,Cranbourne,33
16674,Ricardo,Yuan,Ricardo Yuan,Male,2020-04-26,Cranbourne,33
16702,Patricia,Raman,Patricia Raman,Female,2018-02-21,Cranbourne,33
16518,Krystal,Holt,Krystal Holt,Female,2018-01-15,Cranbourne,33
16342,Gregory,Jai,Gregory Jai,Male,2020-11-26,Cranbourne,33
15123,Sergio,Lopez,Sergio Lopez,Male,2020-07-27,Cranbourne,33
15235,Kari,Lopez,Kari Lopez,Female,2020-06-24,Cranbourne,33
15216,Desiree,Gutierrez,Desiree Gutierrez,Female,2020-02-11,Cranbourne,33
15587,Jessica,Ward,Jessica Ward,Female,2019-11-18,Cranbourne,33
15606,Marco,Prasad,Marco Prasad,Male,2020-02-27,Cranbourne,33
15641,Marco,Sara,Marco Sara,Male,2020-04-22,Cranbourne,33
15580,Ruben,Raman,Ruben Raman,Male,2019-10-28,Cranbourne,33
13628,Kaitlin,Schmidt,Kaitlin Schmidt,Female,2020-04-01,Cranbourne,33
13617,Gerald,Suri,Gerald Suri,Male,2020-04-18,Cranbourne,33
14019,Kathleen,Romero,Kathleen Romero,Female,2020-07-29,Cranbourne,33
13998,Ethan,Martin,Ethan Martin,Male,2020-02-04,Cranbourne,33
13118,Sydney,Cook,Sydney Cook,Female,2019-06-22,Cranbourne,33
13082,Juan,Peterson,Juan Peterson,Male,2019-05-07,Cranbourne,33
13043,Brenda,Madan,Brenda Madan,Female,2020-04-11,Cranbourne,33
12665,Joy,Suarez,Joy Suarez,Female,2020-06-29,Cranbourne,33
12578,Gavin,Perry,Gavin Perry,Male,2019-02-14,Cranbourne,33
11101,Abby,Sai,Abby Sai,Female,2018-04-29,Cranbourne,33
11094,Cedric,Ma,Cedric Ma,Male,2020-04-07,Cranbourne,33
11035,Wendy,Dominguez,Wendy Dominguez,Female,2018-02-06,Cranbourne,33
11460,Melvin,Chande,Melvin Chande,Male,2018-07-21,Cranbourne,33
11362,Damien,Shan,Damien Shan,Male,2020-03-29,Cranbourne,33
11921,Gilbert,Zhu,Gilbert Zhu,Male,2020-09-19,Cranbourne,33
12034,Julian,Long,Julian Long,Male,2020-09-23,Cranbourne,33
11757,Vincent,Cai,Vincent Cai,Male,2020-02-23,Cranbourne,33
11911,Rachael,Kapoor,Rachael Kapoor,Female,2020-06-01,Geelong,34
11904,Kaylee,Cook,Kaylee Cook,Female,2018-09-17,Geelong,34
11952,Dorothy,Robinson,Dorothy Robinson,Male,2018-10-05,Geelong,34
11986,Max,Alvarez,Max Alvarez,Male,2018-11-22,Geelong,34
11364,Jennifer,Collins,Jennifer Collins,Female,2018-06-07,Geelong,34
11047,Jaclyn,Lu,Jaclyn Lu,Female,2018-02-03,Geelong,34
11054,Deanna,Munoz,Deanna Munoz,Female,2018-02-03,Geelong,34
11079,Donald,Gonzalez,Donald Gonzalez,Male,2020-03-15,Geelong,34
11111,Meredith,Gutierrez,Meredith Gutierrez,Female,2018-05-20,Geelong,34
12704,Barbara,Nara,Barbara Nara,Female,2020-08-08,Geelong,34
12243,Kristy,Rubio,Kristy Rubio,Female,2018-12-24,Geelong,34
12248,Devin,Taylor,Devin Taylor,Male,2018-12-10,Geelong,34
12354,Lance,Ortega,Lance Ortega,Male,2019-01-03,Geelong,34
12350,Logan,Hernandez,Logan Hernandez,Male,2019-01-06,Geelong,34
13044,Katrina,Jai,Katrina Jai,Female,2020-07-24,Geelong,34
13103,Brendan,Raji,Brendan Raji,Male,2019-06-26,Geelong,34
13008,Alberto,Muñoz,Alberto Muñoz,Male,2020-08-17,Geelong,34
13006,Whitney,Rana,Whitney Rana,Female,2019-04-23,Geelong,34
13011,Anne,Ortega,Anne Ortega,Female,2019-04-19,Geelong,34
14008,Karen,Liu,Karen Liu,Female,2020-02-12,Geelong,34
14066,Melody,Jimenez,Melody Jimenez,Female,2019-08-21,Geelong,34
14073,Gabriel,Alexander,Gabriel Alexander,Male,2020-02-13,Geelong,34
14229,Allen,Perez,Allen Perez,Male,2020-05-17,Geelong,34
13618,Jay,Raman,Jay Raman,Male,2019-07-11,Geelong,34
13639,Colin,Liang,Colin Liang,Male,2020-02-14,Geelong,34
13522,Logan,Taylor,Logan Taylor,Male,2020-04-24,Geelong,34
15582,Jeffery,Cai,Jeffery Cai,Male,2019-11-27,Geelong,34
15648,Edgar,Gonzalez,Edgar Gonzalez,Male,2019-10-28,Geelong,34
15465,Jacquelyn,Navarro,Jacquelyn Navarro,Female,2020-03-02,Geelong,34
15215,Alberto,Jiménez,Alberto Jiménez,Male,2019-11-15,Geelong,34
15263,Paige,Coleman,Paige Coleman,Female,2020-10-04,Geelong,34
15120,Erika,Suarez,Erika Suarez,Female,2019-10-07,Geelong,34
15145,Crystal,Lu,Crystal Lu,Female,2019-09-29,Geelong,34
14684,James,Zhang,James Zhang,Male,2020-10-16,Geelong,34
16663,Rosa,Lu,Rosa Lu,Female,2018-02-19,Geelong,34
16699,Dominic,Kapoor,Dominic Kapoor,Male,2020-05-09,Geelong,34
16163,Willie,Chande,Willie Chande,Male,2019-12-06,Geelong,34
16176,Michele,Torres,Michele Torres,Female,2019-11-28,Geelong,34
15786,Marshall,Andersen,Marshall Andersen,Male,2019-12-27,Geelong,34
17299,Jaclyn,Ferrier,Jaclyn Ferrier,Female,2018-03-09,Geelong,34
17300,Ivan,Sai,Ivan Sai,Male,2020-05-26,Geelong,34
17252,Colleen,Zhu,Colleen Zhu,Female,2020-06-30,Geelong,34
17334,Luis,Lopez,Luis Lopez,Male,2018-03-21,Geelong,34
17351,Terrence,Sharma,Terrence Sharma,Male,2018-03-18,Geelong,34
17235,Joshua,Jackson,Joshua Jackson,Male,2020-06-06,Geelong,34
17238,Jordan,Patterson,Jordan Patterson,Male,2020-02-12,Geelong,34
17730,Bridget,Tang,Bridget Tang,Female,2018-04-11,Geelong,34
18255,Rachel,Griffin,Rachel Griffin,Female,2018-05-12,Geelong,34
18250,Jeremiah,Hall,Jeremiah Hall,Male,2018-05-05,Geelong,34
18251,Ricky,Sanz,Ricky Sanz,Male,2018-05-29,Geelong,34
18739,Christy,Pal,Christy Pal,Female,2018-07-20,Geelong,34
18711,Emma,Diaz,Emma Diaz,Female,2020-09-17,Geelong,34
19609,Kari,Martinez,Kari Martinez,Female,2018-08-25,Geelong,34
19555,Alejandro,Liu,Alejandro Liu,Male,2018-08-11,Geelong,34
20245,Darren,Malhotra,Darren Malhotra,Male,2018-10-01,Geelong,34
20153,Diane,Sanz,Diane Sanz,Female,2020-07-30,Geelong,34
19954,Jose,Carlson,Jose Carlson,Male,2020-02-07,Geelong,34
19955,Jake,Gao,Jake Gao,Male,2020-06-22,Geelong,34
19783,Tony,Kumar,Tony Kumar,Male,2018-09-18,Geelong,34
19786,Robin,Carlson,Robin Carlson,Female,2018-09-22,Geelong,34
21219,Candice,Zhu,Candice Zhu,Female,2019-02-21,Geelong,34
21202,Theresa,Torres,Theresa Torres,Female,2019-01-27,Geelong,34
21254,Tonya,Black,Tonya Black,Female,2020-02-11,Geelong,34
22199,David,Lee,David Lee,Male,2019-04-17,Geelong,34
22214,Sabrina,Ruiz,Sabrina Ruiz,Female,2020-09-29,Geelong,34
21896,Roy,Subram,Roy Subram,Male,2020-06-06,Geelong,34
21952,Latasha,Vazquez,Latasha Vazquez,Female,2020-05-28,Geelong,34
21999,Julia,Barnes,Julia Barnes,Female,2019-04-22,Geelong,34
22020,Jaime,Shan,Jaime Shan,Male,2020-09-26,Geelong,34
22952,Luke,Baker,Luke Baker,Male,2020-02-23,Geelong,34
22936,Jill,Diaz,Jill Diaz,Female,2019-06-12,Geelong,34
22859,Arianna,Sanders,Arianna Sanders,Female,2020-07-15,Geelong,34
23664,Sandra,Guo,Sandra Guo,Female,2019-09-13,Geelong,34
23542,Justin,Martin,Justin Martin,Male,2019-08-18,Geelong,34
23437,Briana,Munoz,Briana Munoz,Female,2020-10-12,Geelong,34
23330,Julian,Washington,Julian Washington,Male,2020-06-15,Geelong,34
23325,Tiffany,Zimmerman,Tiffany Zimmerman,Female,2019-07-25,Geelong,34
24269,Todd,Lu,Todd Lu,Male,2020-09-13,Geelong,34
24600,Lisa,Li,Lisa Li,Female,2020-09-30,Geelong,34
24601,Natasha,Munoz,Natasha Munoz,Female,2019-12-03,Geelong,34
24609,Jenny,Zhang,Jenny Zhang,Female,2019-02-14,Geelong,34
24912,Krystal,Li,Krystal Li,Female,2019-06-06,Geelong,34
25944,Ronald,Perez,Ronald Perez,Male,2018-12-10,Geelong,34
25947,Sam,Wilson,Sam Wilson,Male,2018-12-08,Geelong,34
26020,Barry,Lopez,Barry Lopez,Male,2019-01-08,Geelong,34
25218,Christy,Sun,Christy Sun,Female,2019-11-11,Geelong,34
26142,Micheal,Dominguez,Micheal Dominguez,Male,2019-03-25,Geelong,34
26591,Aimee,Chen,Aimee Chen,Female,2019-07-18,Geelong,34
26670,Jerry,Johnsen,Jerry Johnsen,Male,2020-06-05,Geelong,34
26742,James,Collins,James Collins,Male,2020-10-02,Geelong,34
26774,Arianna,Ross,Arianna Ross,Female,2019-09-15,Geelong,34
26771,Eric,Shan,Eric Shan,Male,2020-03-15,Geelong,34
27743,Stefanie,Garcia,Stefanie Garcia,Female,2020-12-09,Geelong,34
27700,Barry,Arun,Barry Arun,Male,2020-05-11,Geelong,34
27344,Hector,Sanz,Hector Sanz,Male,2020-05-21,Geelong,34
27357,Victor,Gutierrez,Victor Gutierrez,Male,2020-09-16,Geelong,34
27362,Alex,Cooper,Alex Cooper,Male,2019-11-27,Geelong,34
27371,Carolyn,Srini,Carolyn Srini,Female,2019-11-01,Geelong,34
27987,Wyatt,Jenkins,Wyatt Jenkins,Male,2020-12-04,Geelong,34
28107,Tara,Simpson,Tara Simpson,Female,2020-02-14,Geelong,34
28108,Roger,Yang,Roger Yang,Male,2020-03-07,Geelong,34
28109,Leonard,Tang,Leonard Tang,Male,2020-03-12,Geelong,34
29067,Russell,Chander,Russell Chander,Male,2020-08-07,Geelong,34
29292,Diana,Dominguez,Diana Dominguez,Female,2020-04-07,Geelong,34
29302,Carolyn,Fernandez,Carolyn Fernandez,Female,2020-05-06,Geelong,34
28535,Leslie,Ferrier,Leslie Ferrier,Female,2020-02-05,Geelong,34
28488,Reginald,Travers,Reginald Travers,Male,2020-06-17,Melbourne,35
28939,Ronald,Fernandez,Ronald Fernandez,Male,2020-03-03,Melbourne,35
29115,Jacquelyn,Munoz,Jacquelyn Munoz,Female,2020-04-13,Melbourne,35
29063,Alan,Liang,Alan Liang,Male,2020-06-07,Melbourne,35
29069,Clarence,Lin,Clarence Lin,Male,2020-06-24,Melbourne,35
27910,Arturo,Zhou,Arturo Zhou,Male,2020-02-13,Melbourne,35
28316,Jaime,Martin,Jaime Martin,Female,2020-06-01,Melbourne,35
28213,Jared,Morgan,Jared Morgan,Male,2020-08-11,Melbourne,35
28139,Carrie,Gutierrez,Carrie Gutierrez,Female,2020-09-01,Melbourne,35
27342,Henry,Rana,Henry Rana,Male,2019-11-13,Melbourne,35
27496,Stanley,Suri,Stanley Suri,Male,2020-04-29,Melbourne,35
27492,Clayton,Lin,Clayton Lin,Male,2019-12-11,Melbourne,35
27484,Kristen,Zhang,Kristen Zhang,Female,2019-12-11,Melbourne,35
27685,Alfredo,Torres,Alfredo Torres,Male,2020-12-13,Melbourne,35
27590,Dominic,Lopez,Dominic Lopez,Male,2020-12-23,Melbourne,35
26920,Jon,Chen,Jon Chen,Male,2019-10-22,Melbourne,35
26440,Devin,Green,Devin Green,Male,2019-05-17,Melbourne,35
25212,Alberto,Ruiz,Alberto Ruiz,Male,2020-11-15,Melbourne,35
25295,Chad,Raje,Chad Raje,Male,2021-01-14,Melbourne,35
25709,Savannah,Lopez,Savannah Lopez,Female,2018-06-19,Melbourne,35
25810,Jimmy,Sanz,Jimmy Sanz,Male,2020-06-12,Melbourne,35
24920,Amy,Cai,Amy Cai,Female,2019-06-08,Melbourne,35
24888,Roy,Srini,Roy Srini,Male,2019-03-11,Melbourne,35
24615,Dwayne,Ortega,Dwayne Ortega,Male,2019-03-29,Melbourne,35
24465,Tara,Andersen,Tara Andersen,Female,2019-11-28,Melbourne,35
24373,Steven,Reed,Steven Reed,Male,2020-07-30,Melbourne,35
24377,Richard,Wood,Richard Wood,Male,2019-11-16,Melbourne,35
24300,Naomi,Gomez,Naomi Gomez,Female,2019-11-20,Melbourne,35
23321,Karl,Xu,Karl Xu,Male,2019-07-30,Melbourne,35
23343,Bruce,Rubio,Bruce Rubio,Male,2019-07-30,Melbourne,35
23521,Alexis,Gonzales,Alexis Gonzales,Female,2020-08-16,Melbourne,35
23651,Marvin,Alvarez,Marvin Alvarez,Male,2019-09-05,Melbourne,35
23645,Curtis,Zheng,Curtis Zheng,Male,2019-08-09,Melbourne,35
22846,Frank,Gutierrez,Frank Gutierrez,Male,2020-01-30,Melbourne,35
22005,Pamela,Mehta,Pamela Mehta,Female,2020-12-27,Melbourne,35
22032,Ivan,Fernandez,Ivan Fernandez,Male,2019-04-06,Melbourne,35
21555,Jarrod,Madan,Jarrod Madan,Male,2019-02-20,Melbourne,35
21560,Kristopher,Lopez,Kristopher Lopez,Male,2019-02-19,Melbourne,35
22169,Jenny,Li,Jenny Li,Female,2020-06-19,Melbourne,35
22412,Drew,Andersen,Drew Andersen,Male,2019-04-30,Melbourne,35
22575,Orlando,Blanco,Orlando Blanco,Male,2019-05-01,Melbourne,35
20419,Billy,Romero,Billy Romero,Male,2020-04-07,Melbourne,35
19762,Warren,Ma,Warren Ma,Male,2020-07-20,Melbourne,35
19948,Lacey,Hu,Lacey Hu,Female,2018-09-12,Melbourne,35
20158,Rodney,Blanco,Rodney Blanco,Male,2018-10-01,Melbourne,35
20248,Gina,Suarez,Gina Suarez,Female,2020-12-26,Melbourne,35
19581,Todd,Ma,Todd Ma,Male,2020-09-19,Melbourne,35
18741,Edgar,Martinez,Edgar Martinez,Male,2020-11-17,Melbourne,35
18736,Ashley,Patterson,Ashley Patterson,Female,2018-07-26,Melbourne,35
18727,Hailey,Hernandez,Hailey Hernandez,Female,2020-07-13,Melbourne,35
18902,Steve,Chen,Steve Chen,Male,2018-07-20,Melbourne,35
19094,Todd,Yang,Todd Yang,Male,2018-07-21,Melbourne,35
18253,Trisha,Guo,Trisha Guo,Female,2020-05-11,Melbourne,35
18247,Donna,Beck,Donna Beck,Female,2020-07-15,Melbourne,35
18259,Bailey,Torres,Bailey Torres,Female,2020-02-20,Melbourne,35
18273,Natalie,Moore,Natalie Moore,Female,2018-05-28,Melbourne,35
18214,Ronald,Suri,Ronald Suri,Male,2018-05-29,Melbourne,35
18306,Margaret,Lin,Margaret Lin,Female,2020-06-15,Melbourne,35
18458,Gregory,She,Gregory She,Male,2018-06-20,Melbourne,35
18485,Devin,Gonzalez,Devin Gonzalez,Male,2018-06-25,Melbourne,35
18469,Robyn,Rubio,Robyn Rubio,Female,2018-06-22,Melbourne,35
18495,Jeremy,Phillips,Jeremy Phillips,Male,2018-06-07,Melbourne,35
17725,Daniel,Martinez,Daniel Martinez,Male,2018-04-19,Melbourne,35
17727,Monique,Gill,Monique Gill,Female,2020-04-05,Melbourne,35
17227,Erika,Gutierrez,Erika Gutierrez,Female,2020-04-29,Melbourne,35
17258,Fernando,Green,Fernando Green,Male,2018-03-19,Melbourne,35
17045,Derek,Goel,Derek Goel,Male,2018-02-19,Melbourne,35
15803,Bradley,Goel,Bradley Goel,Male,2020-07-28,Melbourne,35
15829,Devin,Diaz,Devin Diaz,Male,2020-05-03,Melbourne,35
15788,Barbara,Li,Barbara Li,Female,2019-12-17,Melbourne,35
16679,Amber,Carter,Amber Carter,Female,2020-02-11,Melbourne,35
16483,Warren,Jai,Warren Jai,Male,2018-01-02,Melbourne,35
16481,Madison,Bryant,Madison Bryant,Female,2020-09-30,Melbourne,35
14667,Olivia,Alexander,Olivia Alexander,Female,2019-09-24,Melbourne,35
15030,Jeffery,Zheng,Jeffery Zheng,Male,2019-10-24,Melbourne,35
15043,Joel,Gonzalez,Joel Gonzalez,Male,2019-10-12,Melbourne,35
15217,Ethan,Jai,Ethan Jai,Male,2020-02-15,Melbourne,35
15222,Cynthia,Patel,Cynthia Patel,Female,2020-06-18,Melbourne,35
15642,Cara,Gao,Cara Gao,Female,2019-10-31,Melbourne,35
15590,Marshall,Wu,Marshall Wu,Male,2019-11-24,Melbourne,35
15578,Diane,Gill,Diane Gill,Female,2019-11-10,Melbourne,35
13519,Lucas,Foster,Lucas Foster,Male,2019-06-26,Melbourne,35
13623,Mitchell,Carson,Mitchell Carson,Male,2020-06-27,Melbourne,35
14228,Arturo,Raje,Arturo Raje,Male,2020-04-29,Melbourne,35
14236,Abigail,Richardson,Abigail Richardson,Female,2019-09-21,Melbourne,35
14325,Crystal,Li,Crystal Li,Female,2019-09-24,Melbourne,35
14304,Jacquelyn,Jimenez,Jacquelyn Jimenez,Female,2019-09-26,Melbourne,35
14278,Olivia,Sanchez,Olivia Sanchez,Female,2020-07-19,Melbourne,35
